premise,hypothesis,label
Unemployed and formerly worked at an herbicide plant.,The person used opioids in the past.,False
Unemployed and formerly worked at an herbicide plant.,The person uses cocaine.,False
Unemployed and formerly worked at an herbicide plant.,The person is a drug user.,False
Unemployed and formerly worked at an herbicide plant.,The person uses marijuana.,False
Unemployed and formerly worked at an herbicide plant.,The person uses opioids.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person has access to transportation.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person was a smoker in the past.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person is able to obtain food on a consistent basis.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person is currently a smoker.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person currently drinks alcohol.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person drank alcohol in the past.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person is employed part time.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person is employed.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person lives in a housing facility.,False
"Upon review of the Baptist lab systems, the patient has had multiple positive urine drug screens and as recently as February 2008 had a urine drug screen that was positive for benzodiazepines, barbiturates, opiates, and marijuana and as recently as 2005 with cocaine present as well.",The person lives in their own or their family's home.,False
